WEEK,LGCL_DM,START,END,DIFF,DIFF_MINS,DIFF_SEC,TOTAL_JOB,CLIENT,DIM,COMP,TOTAL
2009,UKIRI, Fri Mar  9 04:24:27 CST 2018, Fri Mar  9 04:51:58 CST 2018,00:27:31,27,1651,0,0,0,0,0
2010,UKIRI, Fri Mar 16 10:11:53 CDT 2018, Fri Mar 16 10:31:57 CDT 2018,00:20:04,20,1204,0,0,0,0,0
2011,UKIRI, Fri Mar 23 06:10:49 CDT 2018, Fri Mar 23 06:34:35 CDT 2018,00:23:46,23,1426,0,0,0,0,0
2012,UKIRI, Sun Apr  1 04:27:45 CDT 2018, Sun Apr  1 05:12:45 CDT 2018,00:45:00,45,2700,0,0,0,0,0
2013,UKIRI, Fri Apr  6 16:40:56 CDT 2018, Fri Apr  6 17:21:17 CDT 2018,00:40:21,40,2421,0,0,0,0,0
2014,UKIRI, Fri Apr 13 18:57:47 CDT 2018, Fri Apr 13 19:20:44 CDT 2018,00:22:57,22,1377,0,0,0,0,0
2015,UKIRI, Fri Apr 20 11:48:24 CDT 2018, Fri Apr 20 12:11:37 CDT 2018,00:23:13,23,1393,0,0,0,0,0
2016,UKIRI, Fri Apr 27 12:30:14 CDT 2018, Fri Apr 27 13:54:47 CDT 2018,01:24:33,84,5073,0,0,0,0,0
2017,UKIRI, Fri May  4 19:13:11 CDT 2018, Fri May  4 19:56:09 CDT 2018,00:42:58,42,2578,0,0,0,0,0
2018,UKIRI, Fri May 11 20:14:17 CDT 2018, Fri May 11 20:40:59 CDT 2018,00:26:42,26,1602,0,0,0,0,0
2019,UKIRI, Fri May 18 16:52:46 CDT 2018, Fri May 18 17:27:59 CDT 2018,00:35:13,35,2113,0,0,0,0,0
2020,UKIRI, Fri May 25 14:23:58 CDT 2018, Fri May 25 15:42:38 CDT 2018,01:18:40,78,4720,0,0,0,0,0
2021,UKIRI, Sat Jun  2 05:20:18 CDT 2018, Sat Jun  2 06:23:48 CDT 2018,01:03:30,63,3810,0,0,0,0,0
2022,UKIRI, Fri Jun  8 02:18:04 CDT 2018, Fri Jun  8 02:47:50 CDT 2018,00:29:46,29,1786,0,0,0,0,0
2023,UKIRI, Sat Jun 16 11:47:40 CDT 2018, Sat Jun 16 12:10:51 CDT 2018,00:23:11,23,1391,0,0,0,0,0
2024,UKIRI, Sat Jun 23 23:13:19 CDT 2018, Sat Jun 23 23:59:54 CDT 2018,00:46:35,46,2795,0,0,0,0,0
2025,UKIRI, Sat Jun 30 00:57:32 CDT 2018, Sat Jun 30 01:25:31 CDT 2018,00:27:59,27,1679,0,0,0,0,0
2026,UKIRI, Sat Jul  7 07:50:25 CDT 2018, Sat Jul  7 08:32:25 CDT 2018,00:42:00,42,2520,0,0,0,0,0
2027,UKIRI, Fri Jul 13 14:55:21 CDT 2018, Fri Jul 13 15:19:52 CDT 2018,00:24:31,24,1471,0,0,0,0,0
2028,UKIRI, Sat Jul 21 00:32:17 CDT 2018, Sat Jul 21 01:18:20 CDT 2018,00:46:03,46,2763,0,0,0,0,0
2029,UKIRI, Sun Jul 29 22:41:43 CDT 2018, Sun Jul 29 23:05:24 CDT 2018,00:23:41,23,1421,0,0,0,0,0
2030,UKIRI, Fri Aug  3 21:22:39 CDT 2018, Fri Aug  3 22:01:37 CDT 2018,00:38:58,38,2338,0,0,0,0,0
2031,UKIRI, Sat Aug 11 00:31:47 CDT 2018, Sat Aug 11 00:58:06 CDT 2018,00:26:19,26,1579,0,0,0,0,0
2032,UKIRI, Sat Aug 18 01:16:41 CDT 2018, Sat Aug 18 02:02:53 CDT 2018,00:46:12,46,2772,0,0,0,0,0
2033,UKIRI, Sat Aug 25 01:33:02 CDT 2018, Sat Aug 25 02:02:40 CDT 2018,00:29:38,29,1778,0,0,0,0,0
2034,UKIRI, Fri Aug 31 22:15:58 CDT 2018, Fri Aug 31 22:59:06 CDT 2018,00:43:08,43,2588,0,0,0,0,0
2035,UKIRI, Mon Sep 10 01:56:32 CDT 2018, Mon Sep 10 02:32:53 CDT 2018,00:36:21,36,2181,0,0,0,0,0
2036,UKIRI, Sat Sep 15 15:23:53 CDT 2018, Sat Sep 15 16:08:18 CDT 2018,00:44:25,44,2665,0,0,0,0,0
2037,UKIRI, Fri Sep 21 23:31:41 CDT 2018, Sat Sep 22 00:24:27 CDT 2018,00:52:46,52,3166,0,0,0,0,0
2038,UKIRI, Fri Sep 28 21:47:46 CDT 2018, Fri Sep 28 22:12:26 CDT 2018,00:24:40,24,1480,0,0,0,0,0
2039,UKIRI, Fri Oct  5 14:58:24 CDT 2018, Fri Oct  5 16:15:05 CDT 2018,01:16:41,76,4601,0,0,0,0,0
2040,UKIRI, Sat Oct 13 06:44:51 CDT 2018, Sat Oct 13 07:43:39 CDT 2018,00:58:48,58,3528,0,0,0,0,0
2041,UKIRI, Sat Oct 20 08:28:24 CDT 2018, Sat Oct 20 09:28:33 CDT 2018,01:00:09,60,3609,0,0,0,0,0
2042,UKIRI, Fri Oct 26 18:25:23 CDT 2018, Fri Oct 26 18:53:41 CDT 2018,00:28:18,28,1698,0,0,0,0,0
2043,UKIRI, Fri Nov  2 14:53:53 CDT 2018, Fri Nov  2 16:19:08 CDT 2018,01:25:15,85,5115,0,0,0,0,0
2044,UKIRI, Fri Nov  9 18:58:01 CST 2018, Fri Nov  9 20:30:18 CST 2018,01:32:17,92,5537,0,0,0,0,0
2045,UKIRI, Thu Nov 15 01:03:58 CST 2018, Thu Nov 15 02:19:04 CST 2018,01:15:06,75,4506,0,0,0,0,0
2046,UKIRI,  Sat Nov 24 05:21:32 CST 2018,  Sat Nov 24 05:56:46 CST 2018,00:35:14,35,2114,0,0,0,0,0
2047,UKIRI,  Thu Nov 29 00:15:57 CST 2018,  Thu Nov 29 01:37:30 CST 2018,01:21:33,81,4893,0,0,0,0,0
2048,UKIRI,  Fri Dec  7 17:56:44 CST 2018,  Fri Dec  7 19:12:24 CST 2018,01:15:40,75,4540,0,0,0,0,0
2049,UKIRI,  Fri Dec 14 22:00:13 CST 2018,  Fri Dec 14 22:32:05 CST 2018,00:31:52,31,1912,0,0,0,0,0
2050,UKIRI,  Fri Dec 21 14:43:50 CST 2018,  Fri Dec 21 15:16:01 CST 2018,00:32:11,32,1931,0,0,0,0,0
2051,UKIRI,  Fri Dec 28 03:26:04 CST 2018,  Fri Dec 28 04:05:24 CST 2018,00:39:20,39,2360,0,0,0,0,0
2052,UKIRI,  Sun Jan  6 04:55:10 CST 2019,  Sun Jan  6 05:44:26 CST 2019,00:49:16,49,2956,0,0,0,0,0
2053,UKIRI,  Fri Jan 11 19:50:35 CST 2019,  Fri Jan 11 20:24:27 CST 2019,00:33:52,33,2032,0,0,0,0,0
2054,UKIRI,  Fri Jan 18 13:16:57 CST 2019,  Fri Jan 18 13:55:33 CST 2019,00:38:36,38,2316,0,0,0,0,0
2055,UKIRI,  Fri Jan 25 11:53:33 CST 2019,  Fri Jan 25 12:33:41 CST 2019,00:40:08,40,2408,0,0,0,0,0
2056,UKIRI,  Sat Feb  2 01:19:00 CST 2019,  Sat Feb  2 02:15:46 CST 2019,00:56:46,56,3406,0,0,0,0,0
2057,UKIRI,  Fri Feb  8 17:19:28 CST 2019,  Fri Feb  8 17:40:02 CST 2019,00:20:34,20,1234,0,0,0,0,0
2058,UKIRI,  Sat Feb 16 01:57:36 CST 2019,  Sat Feb 16 02:20:46 CST 2019,00:23:10,23,1390,0,0,0,0,0
2059,UKIRI,  Sat Feb 23 02:21:20 CST 2019,  Sat Feb 23 02:41:06 CST 2019,00:19:46,19,1186,0,0,0,0,0
2060,UKIRI,  Fri Mar  1 06:51:48 CST 2019,  Fri Mar  1 07:19:24 CST 2019,00:27:36,27,1656,0,0,0,0,0
2061,UKIRI,  Fri Mar  8 13:00:19 CST 2019,  Fri Mar  8 13:25:57 CST 2019,00:25:38,25,1538,0,0,0,0,0
2062,UKIRI,  Sat Mar 16 03:46:56 CDT 2019,  Sat Mar 16 04:11:24 CDT 2019,00:24:28,24,1468,0,0,0,0,0
2063,UKIRI,  Sat Mar 23 16:34:34 CDT 2019,  Sat Mar 23 16:56:15 CDT 2019,00:21:41,21,1301,0,0,0,0,0
2064,UKIRI,  Sat Mar 30 01:56:49 CDT 2019,  Sat Mar 30 02:18:10 CDT 2019,00:21:21,21,1281,0,0,0,0,0
2065,UKIRI,  Thu Apr  4 20:27:58 CDT 2019,  Thu Apr  4 20:44:51 CDT 2019,00:16:53,16,1013,0,0,0,0,0
2096,UKIRI_2,  Wed Nov  6 18:09:03 CST 2019,  Wed Nov  6 18:11:29 CST 2019,00:02:26,2,146,73,2,3,11,89
2063,UKIRI_M,  Sat Mar 23 03:12:29 CDT 2019,  Sat Mar 23 03:23:19 CDT 2019,00:10:50,10,650,0,0,0,0,0
2064,UKIRI_M,  Fri Mar 29 23:02:54 CDT 2019,  Fri Mar 29 23:20:10 CDT 2019,00:17:16,17,1036,0,0,0,0,0
2065,UKIRI_M,  Thu Apr  4 20:22:15 CDT 2019,  Thu Apr  4 20:40:48 CDT 2019,00:18:33,18,1113,0,0,0,0,0
2066,UKIRI_M,  Fri Apr 12 21:37:54 CDT 2019,  Fri Apr 12 21:55:08 CDT 2019,00:17:14,17,1034,0,0,0,0,0
2068,UKIRI_M,  Sat Apr 27 09:59:38 CDT 2019,  Sat Apr 27 10:22:10 CDT 2019,00:22:32,22,1352,0,0,0,0,0
2069,UKIRI_M,  Fri May  3 16:03:32 CDT 2019,  Fri May  3 16:24:35 CDT 2019,00:21:03,21,1263,0,0,0,0,0
2070,UKIRI_M,  Fri May 10 15:12:43 CDT 2019,  Fri May 10 15:32:59 CDT 2019,00:20:16,20,1216,0,0,0,0,0
2071,UKIRI_M,  Fri May 17 11:07:55 CDT 2019,  Fri May 17 11:24:53 CDT 2019,00:16:58,16,1018,0,0,0,0,0
2072,UKIRI_M,  Fri May 24 16:50:35 CDT 2019,  Fri May 24 17:08:31 CDT 2019,00:17:56,17,1076,0,0,0,0,0
2073,UKIRI_M,  Fri May 31 09:55:43 CDT 2019,  Fri May 31 10:12:23 CDT 2019,00:16:40,16,1000,0,0,0,0,0
2074,UKIRI_M,  Fri Jun  7 05:54:31 CDT 2019,  Fri Jun  7 06:11:04 CDT 2019,00:16:33,16,993,0,0,0,0,0
2075,UKIRI_M,  Thu Jun 13 08:51:15 CDT 2019,  Thu Jun 13 09:07:13 CDT 2019,00:15:58,15,958,0,0,0,0,0
2076,UKIRI_M,  Thu Jun 20 17:25:41 CDT 2019,  Thu Jun 20 17:45:11 CDT 2019,00:19:30,19,1170,0,0,0,0,0
2077,UKIRI_M,  Thu Jun 27 03:25:47 CDT 2019,  Thu Jun 27 03:42:37 CDT 2019,00:16:50,16,1010,0,0,0,0,0
2078,UKIRI_M,  Wed Jul  3 09:53:05 CDT 2019,  Wed Jul  3 10:08:45 CDT 2019,00:15:40,15,940,0,0,0,0,0
2079,UKIRI_M,  Thu Jul 11 00:09:12 CDT 2019,  Thu Jul 11 00:29:59 CDT 2019,00:20:47,20,1247,0,0,0,0,0
2080,UKIRI_M,  Thu Jul 18 07:49:43 CDT 2019,  Thu Jul 18 08:06:59 CDT 2019,00:17:16,17,1036,0,0,0,0,0
2081,UKIRI_M,  Fri Jul 26 16:16:23 CDT 2019,  Fri Jul 26 16:31:26 CDT 2019,00:15:03,15,903,0,0,0,0,0
2082,UKIRI_M,  Thu Aug  1 19:53:19 CDT 2019,  Thu Aug  1 20:07:16 CDT 2019,00:13:57,13,837,0,0,0,0,0
2083,UKIRI_M,  Wed Aug  7 00:20:43 CDT 2019,  Wed Aug  7 00:39:53 CDT 2019,00:19:10,19,1150,0,0,0,0,0
2084,UKIRI_M,  Wed Aug 14 23:17:55 CDT 2019,  Wed Aug 14 23:36:41 CDT 2019,00:18:46,18,1126,0,0,0,0,0
2085,UKIRI_M,  Wed Aug 21 18:17:56 CDT 2019,  Wed Aug 21 18:35:54 CDT 2019,00:17:58,17,1078,0,0,0,0,0
2086,UKIRI_M,  Wed Aug 28 18:18:11 CDT 2019,  Wed Aug 28 18:35:28 CDT 2019,00:17:17,17,1037,0,0,0,0,0
2087,UKIRI_M,  Fri Sep  6 13:21:10 CDT 2019,  Fri Sep  6 13:41:16 CDT 2019,00:20:06,20,1206,0,0,0,0,0
2088,UKIRI_M,  Wed Sep 11 05:45:52 CDT 2019,  Wed Sep 11 06:07:40 CDT 2019,00:21:48,21,1308,0,0,0,0,0
2089,UKIRI_M,  Wed Sep 18 00:40:39 CDT 2019,  Wed Sep 18 01:03:00 CDT 2019,00:22:21,22,1341,0,0,0,0,0
2090,UKIRI_M,  Thu Sep 26 01:09:07 CDT 2019,  Thu Sep 26 01:25:16 CDT 2019,00:16:09,16,969,0,0,0,0,0
2091,UKIRI_M,  Thu Oct  3 07:01:13 CDT 2019,  Thu Oct  3 07:21:02 CDT 2019,00:19:49,19,1189,0,0,0,0,0
2092,UKIRI_M,  Thu Oct 10 02:05:12 CDT 2019,  Thu Oct 10 02:31:04 CDT 2019,00:25:52,25,1552,1096,11,57,331,1495
2093,UKIRI_M,  Thu Oct 17 16:30:40 CDT 2019,  Thu Oct 17 16:48:47 CDT 2019,00:18:07,18,1087,1062,11,54,314,1441
2094,UKIRI_M,  Wed Oct 23 21:26:24 CDT 2019,  Wed Oct 23 21:42:42 CDT 2019,00:16:18,16,978,901,11,49,272,1233
2095,UKIRI_M,  Wed Oct 30 16:32:02 CDT 2019,  Wed Oct 30 16:48:42 CDT 2019,00:16:40,16,1000,998,11,54,309,1372
2096,UKIRI_M,  Wed Nov  6 18:24:52 CST 2019,  Wed Nov  6 18:44:07 CST 2019,00:19:15,19,1155,1042,11,54,324,1431
2097,UKIRI_M,  Thu Nov 14 04:11:49 CST 2019,  Thu Nov 14 04:12:53 CST 2019,00:01:04,1,64,732,11,44,291,1078
2098,UKIRI_M,  Wed Nov 20 08:24:45 CST 2019,  Wed Nov 20 08:41:13 CST 2019,00:16:28,16,988,992,12,54,297,1355
2099,UKIRI_M,  Wed Nov 27 05:17:21 CST 2019,  Wed Nov 27 05:35:38 CST 2019,00:18:17,18,1097,1089,12,59,334,1494
2100,UKIRI_M,  Wed Dec  4 10:54:41 CST 2019,  Wed Dec  4 11:17:03 CST 2019,00:22:22,22,1342,1157,12,60,353,1582
2101,UKIRI_M,  Thu Dec 12 04:18:37 CST 2019,  Thu Dec 12 04:42:37 CST 2019,00:24:00,24,1440,1108,13,57,338,1516
2102,UKIRI_M,  Wed Dec 18 17:46:50 CST 2019,  Wed Dec 18 18:06:24 CST 2019,00:19:34,19,1174,1091,15,58,340,1504
2103,UKIRI_M,  Wed Dec 25 03:23:37 CST 2019,  Wed Dec 25 03:44:46 CST 2019,00:21:09,21,1269,1197,15,65,381,1658
2104,UKIRI_M,  Wed Jan  1 14:05:13 CST 2020,  Wed Jan  1 14:31:11 CST 2020,00:25:58,25,1558,1453,15,74,447,1989
2105,UKIRI_M,  Wed Jan  8 20:15:14 CST 2020,  Wed Jan  8 20:43:33 CST 2020,00:28:19,28,1699,1349,15,69,411,1844
2106,UKIRI_M,  Thu Jan 16 15:24:27 CST 2020,  Thu Jan 16 15:47:53 CST 2020,00:23:26,23,1406,1217,15,65,376,1673
2060,UNILEVER_M,  Wed Feb 27 13:44:50 CST 2019,  Wed Feb 27 13:47:10 CST 2019,00:02:20,2,140,0,0,0,0,0
2061,UNILEVER_M,  Mon Mar  4 05:01:51 CST 2019,  Mon Mar  4 05:08:35 CST 2019,00:06:44,6,404,0,0,0,0,0
2062,UNILEVER_M,  Mon Mar 11 10:55:50 CDT 2019,  Mon Mar 11 11:02:34 CDT 2019,00:06:44,6,404,0,0,0,0,0
2063,UNILEVER_M,  Mon Mar 18 04:50:46 CDT 2019,  Mon Mar 18 04:58:06 CDT 2019,00:07:20,7,440,0,0,0,0,0
2064,UNILEVER_M,  Mon Mar 25 05:11:34 CDT 2019,  Mon Mar 25 05:24:34 CDT 2019,00:13:00,13,780,0,0,0,0,0
2065,UNILEVER_M,  Mon Apr  1 09:03:33 CDT 2019,  Mon Apr  1 09:10:55 CDT 2019,00:07:22,7,442,0,0,0,0,0
2066,UNILEVER_M,  Mon Apr  8 07:43:59 CDT 2019,  Mon Apr  8 07:52:29 CDT 2019,00:08:30,8,510,0,0,0,0,0
2067,UNILEVER_M,  Mon Apr 15 08:36:19 CDT 2019,  Mon Apr 15 08:43:55 CDT 2019,00:07:36,7,456,0,0,0,0,0
2068,UNILEVER_M,  Mon Apr 22 13:25:38 CDT 2019,  Mon Apr 22 13:33:45 CDT 2019,00:08:07,8,487,0,0,0,0,0
2069,UNILEVER_M,  Mon Apr 29 09:57:03 CDT 2019,  Mon Apr 29 10:06:10 CDT 2019,00:09:07,9,547,0,0,0,0,0
2070,UNILEVER_M,  Mon May  6 06:48:07 CDT 2019,  Mon May  6 06:56:23 CDT 2019,00:08:16,8,496,0,0,0,0,0
2071,UNILEVER_M,  Mon May 13 09:02:36 CDT 2019,  Mon May 13 09:15:57 CDT 2019,00:13:21,13,801,0,0,0,0,0
2072,UNILEVER_M,  Mon May 20 07:13:35 CDT 2019,  Mon May 20 07:21:25 CDT 2019,00:07:50,7,470,0,0,0,0,0
2073,UNILEVER_M,  Mon May 27 08:20:50 CDT 2019,  Mon May 27 08:27:33 CDT 2019,00:06:43,6,403,0,0,0,0,0
2074,UNILEVER_M,  Mon Jun  3 05:29:26 CDT 2019,  Mon Jun  3 05:41:47 CDT 2019,00:12:21,12,741,0,0,0,0,0
2075,UNILEVER_M,  Mon Jun 10 03:54:38 CDT 2019,  Mon Jun 10 04:05:33 CDT 2019,00:10:55,10,655,0,0,0,0,0
2076,UNILEVER_M,  Mon Jun 17 03:01:02 CDT 2019,  Mon Jun 17 03:10:52 CDT 2019,00:09:50,9,590,0,0,0,0,0
2077,UNILEVER_M,  Mon Jun 24 01:57:11 CDT 2019,  Mon Jun 24 02:06:45 CDT 2019,00:09:34,9,574,0,0,0,0,0
2078,UNILEVER_M,  Mon Jul  1 06:59:04 CDT 2019,  Mon Jul  1 07:05:13 CDT 2019,00:06:09,6,369,0,0,0,0,0
2079,UNILEVER_M,  Mon Jul  8 06:23:50 CDT 2019,  Mon Jul  8 06:32:14 CDT 2019,00:08:24,8,504,0,0,0,0,0
2080,UNILEVER_M,  Mon Jul 15 02:11:26 CDT 2019,  Mon Jul 15 02:24:10 CDT 2019,00:12:44,12,764,0,0,0,0,0
2081,UNILEVER_M,  Mon Jul 22 01:29:12 CDT 2019,  Mon Jul 22 01:40:39 CDT 2019,00:11:27,11,687,0,0,0,0,0
2082,UNILEVER_M,  Mon Jul 29 05:28:00 CDT 2019,  Mon Jul 29 05:36:58 CDT 2019,00:08:58,8,538,0,0,0,0,0
2083,UNILEVER_M,  Mon Aug  5 02:40:37 CDT 2019,  Mon Aug  5 02:51:31 CDT 2019,00:10:54,10,654,0,0,0,0,0
2084,UNILEVER_M,  Mon Aug 12 04:53:36 CDT 2019,  Mon Aug 12 05:01:16 CDT 2019,00:07:40,7,460,0,0,0,0,0
2085,UNILEVER_M,  Tue Aug 20 15:58:02 CDT 2019,  Tue Aug 20 16:04:53 CDT 2019,00:06:51,6,411,0,0,0,0,0
2086,UNILEVER_M,  Mon Aug 26 02:29:02 CDT 2019,  Mon Aug 26 02:39:08 CDT 2019,00:10:06,10,606,0,0,0,0,0
2087,UNILEVER_M,  Mon Sep  2 04:25:17 CDT 2019,  Mon Sep  2 04:38:52 CDT 2019,00:13:35,13,815,0,0,0,0,0
2088,UNILEVER_M,  Mon Sep  9 06:28:35 CDT 2019,  Mon Sep  9 06:37:08 CDT 2019,00:08:33,8,513,0,0,0,0,0
2089,UNILEVER_M,  Mon Sep 16 03:14:10 CDT 2019,  Mon Sep 16 03:27:37 CDT 2019,00:13:27,13,807,0,0,0,0,0
2090,UNILEVER_M,  Mon Sep 23 04:58:58 CDT 2019,  Mon Sep 23 05:09:20 CDT 2019,00:10:22,10,622,0,0,0,0,0
2091,UNILEVER_M,  Mon Sep 30 01:51:40 CDT 2019,  Mon Sep 30 01:59:31 CDT 2019,00:07:51,7,471,0,0,0,0,0
2092,UNILEVER_M,  Mon Oct  7 02:57:43 CDT 2019,  Mon Oct  7 03:10:18 CDT 2019,00:12:35,12,755,331,2,17,86,436
2093,UNILEVER_M,  Mon Oct 14 02:48:20 CDT 2019,  Mon Oct 14 03:00:11 CDT 2019,00:11:51,11,711,285,2,16,69,372
2094,UNILEVER_M,  Mon Oct 21 02:01:39 CDT 2019,  Mon Oct 21 02:07:54 CDT 2019,00:06:15,6,375,286,2,16,70,374
2095,UNILEVER_M,  Mon Oct 28 01:42:35 CDT 2019,  Mon Oct 28 01:54:33 CDT 2019,00:11:58,11,718,404,2,22,100,528
2096,UNILEVER_M,  Mon Nov  4 04:28:09 CST 2019,  Mon Nov  4 04:42:59 CST 2019,00:14:50,14,890,516,2,25,136,679
2097,UNILEVER_M,  Mon Nov 11 02:01:06 CST 2019,  Mon Nov 11 02:10:56 CST 2019,00:09:50,9,590,426,2,23,102,553
2098,UNILEVER_M,  Mon Nov 18 01:51:27 CST 2019,  Mon Nov 18 02:05:01 CST 2019,00:13:34,13,814,427,2,23,102,554
2099,UNILEVER_M,  Mon Nov 25 01:53:44 CST 2019,  Mon Nov 25 02:07:41 CST 2019,00:13:57,13,837,432,2,23,105,562
2100,UNILEVER_M,  Mon Dec  2 01:49:07 CST 2019,  Mon Dec  2 01:59:40 CST 2019,00:10:33,10,633,490,2,24,130,646
2101,UNILEVER_M,  Mon Dec  9 02:20:34 CST 2019,  Mon Dec  9 02:29:42 CST 2019,00:09:08,9,548,372,2,21,90,485
2102,UNILEVER_M,  Mon Dec 16 02:37:17 CST 2019,  Mon Dec 16 02:50:14 CST 2019,00:12:57,12,777,395,2,21,97,515
2103,UNILEVER_M,  Mon Dec 23 01:56:41 CST 2019,  Mon Dec 23 02:08:29 CST 2019,00:11:48,11,708,391,2,19,95,507
2104,UNILEVER_M,  Mon Dec 30 02:19:43 CST 2019,  Mon Dec 30 02:32:44 CST 2019,00:13:01,13,781,462,2,21,122,607
2105,UNILEVER_M,  Mon Jan  6 02:11:03 CST 2020,  Mon Jan  6 02:22:04 CST 2020,00:11:01,11,661,391,2,19,95,507
2106,UNILEVER_M,  Mon Jan 13 01:51:51 CST 2020,  Mon Jan 13 02:01:00 CST 2020,00:09:09,9,549,301,2,16,86,405
2063,UTZQUAFD_M,  Mon Mar 18 04:51:55 CDT 2019,  Mon Mar 18 04:54:55 CDT 2019,00:03:00,3,180,0,0,0,0,0
2064,UTZQUAFD_M,  Mon Mar 25 05:14:30 CDT 2019,  Mon Mar 25 05:19:20 CDT 2019,00:04:50,4,290,0,0,0,0,0
2065,UTZQUAFD_M,  Mon Apr  1 09:07:27 CDT 2019,  Mon Apr  1 09:10:47 CDT 2019,00:03:20,3,200,0,0,0,0,0
2066,UTZQUAFD_M,  Mon Apr  8 07:44:13 CDT 2019,  Mon Apr  8 07:47:58 CDT 2019,00:03:45,3,225,0,0,0,0,0
2067,UTZQUAFD_M,  Mon Apr 15 08:37:04 CDT 2019,  Mon Apr 15 08:40:13 CDT 2019,00:03:09,3,189,0,0,0,0,0
2068,UTZQUAFD_M,  Mon Apr 22 13:25:04 CDT 2019,  Mon Apr 22 13:28:47 CDT 2019,00:03:43,3,223,0,0,0,0,0
2069,UTZQUAFD_M,  Mon Apr 29 09:57:23 CDT 2019,  Mon Apr 29 10:00:54 CDT 2019,00:03:31,3,211,0,0,0,0,0
2070,UTZQUAFD_M,  Mon May  6 06:48:00 CDT 2019,  Mon May  6 06:51:17 CDT 2019,00:03:17,3,197,0,0,0,0,0
2071,UTZQUAFD_M,  Mon May 13 09:02:36 CDT 2019,  Mon May 13 09:06:37 CDT 2019,00:04:01,4,241,0,0,0,0,0
2072,UTZQUAFD_M,  Mon May 20 07:13:21 CDT 2019,  Mon May 20 07:16:29 CDT 2019,00:03:08,3,188,0,0,0,0,0
2073,UTZQUAFD_M,  Mon May 27 10:25:02 CDT 2019,  Mon May 27 10:26:51 CDT 2019,00:01:49,1,109,0,0,0,0,0
2074,UTZQUAFD_M,  Mon Jun  3 05:31:54 CDT 2019,  Mon Jun  3 05:35:04 CDT 2019,00:03:10,3,190,0,0,0,0,0
2075,UTZQUAFD_M,  Mon Jun 10 03:58:57 CDT 2019,  Mon Jun 10 04:02:31 CDT 2019,00:03:34,3,214,0,0,0,0,0
2076,UTZQUAFD_M,  Mon Jun 17 03:01:37 CDT 2019,  Mon Jun 17 03:05:53 CDT 2019,00:04:16,4,256,0,0,0,0,0
2077,UTZQUAFD_M,  Mon Jun 24 01:59:01 CDT 2019,  Mon Jun 24 02:01:35 CDT 2019,00:02:34,2,154,0,0,0,0,0
2078,UTZQUAFD_M,  Mon Jul  1 06:59:55 CDT 2019,  Mon Jul  1 07:01:49 CDT 2019,00:01:54,1,114,0,0,0,0,0
2079,UTZQUAFD_M,  Mon Jul  8 06:27:15 CDT 2019,  Mon Jul  8 06:29:47 CDT 2019,00:02:32,2,152,0,0,0,0,0
2080,UTZQUAFD_M,  Mon Jul 15 02:11:26 CDT 2019,  Mon Jul 15 02:16:12 CDT 2019,00:04:46,4,286,0,0,0,0,0
2081,UTZQUAFD_M,  Mon Jul 22 01:29:13 CDT 2019,  Mon Jul 22 01:32:56 CDT 2019,00:03:43,3,223,0,0,0,0,0
2082,UTZQUAFD_M,  Mon Jul 29 05:28:04 CDT 2019,  Mon Jul 29 05:31:51 CDT 2019,00:03:47,3,227,0,0,0,0,0
2083,UTZQUAFD_M,  Mon Aug  5 02:42:55 CDT 2019,  Mon Aug  5 02:47:19 CDT 2019,00:04:24,4,264,0,0,0,0,0
2084,UTZQUAFD_M,  Mon Aug 12 04:55:59 CDT 2019,  Mon Aug 12 04:58:47 CDT 2019,00:02:48,2,168,0,0,0,0,0
2085,UTZQUAFD_M,  Tue Aug 20 15:58:44 CDT 2019,  Tue Aug 20 16:00:59 CDT 2019,00:02:15,2,135,0,0,0,0,0
2086,UTZQUAFD_M,  Mon Aug 26 02:29:02 CDT 2019,  Mon Aug 26 02:32:49 CDT 2019,00:03:47,3,227,0,0,0,0,0
2087,UTZQUAFD_M,  Mon Sep  2 04:25:17 CDT 2019,  Mon Sep  2 04:30:19 CDT 2019,00:05:02,5,302,0,0,0,0,0
2088,UTZQUAFD_M,  Mon Sep  9 06:30:57 CDT 2019,  Mon Sep  9 06:35:26 CDT 2019,00:04:29,4,269,0,0,0,0,0
2089,UTZQUAFD_M,  Mon Sep 16 02:55:22 CDT 2019,  Mon Sep 16 02:59:01 CDT 2019,00:03:39,3,219,0,0,0,0,0
2090,UTZQUAFD_M,  Mon Sep 23 04:58:58 CDT 2019,  Mon Sep 23 05:02:27 CDT 2019,00:03:29,3,209,0,0,0,0,0
2091,UTZQUAFD_M,  Mon Sep 30 01:52:12 CDT 2019,  Mon Sep 30 01:54:31 CDT 2019,00:02:19,2,139,0,0,0,0,0
2092,UTZQUAFD_M,  Mon Oct  7 02:58:25 CDT 2019,  Mon Oct  7 03:03:40 CDT 2019,00:05:15,5,315,117,2,4,27,150
2093,UTZQUAFD_M,  Mon Oct 14 02:48:20 CDT 2019,  Mon Oct 14 02:51:43 CDT 2019,00:03:23,3,203,57,2,4,15,78
2094,UTZQUAFD_M,  Mon Oct 21 02:02:42 CDT 2019,  Mon Oct 21 02:04:52 CDT 2019,00:02:10,2,130,57,2,4,15,78
2095,UTZQUAFD_M,  Mon Oct 28 01:46:35 CDT 2019,  Mon Oct 28 01:49:34 CDT 2019,00:02:59,2,179,57,2,4,15,78
